,Date,alpha=-10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394
1,0.001,3.36872,3.3442986,3.20057,3.509103,3.4810147,3.589381,3.449702,3.1939533,3.3001728,3.4634461,3.3126814,3.3363917,3.318059,3.4106498,3.3693182,3.1538074,3.2201488,3.3908467,3.4625034,3.5103207,3.4147956,3.4725926,3.4438875,3.366433,3.1810884,3.3745956,3.4147701,3.3735912,3.4664567,3.412045,3.3448071,3.4416575,3.5677996,3.4527273,3.4467375,3.382296,3.5335753,3.2023194,3.305394,3.3240204,3.5337198,3.3264182,3.5704017,3.3456066,3.3569937,3.371547,3.3403444,3.4658039,3.4408164,3.4201028,3.4327009,3.4937894,3.5057127,3.3551316,3.5172763,3.4438424,3.4488025,3.3506258,3.5077434,3.2721145,3.3623765,3.2585979,3.5084498,3.4876945,3.5686212,3.2803025,3.3990314,3.3890018,3.2935894,3.3581972,3.5434442,3.4335184,3.4378953,3.3904886,3.2372766,3.2884862,3.403478,3.230257,3.2896843,3.3571289,3.295351,3.561903,3.5603423,3.5978239,3.4044468,3.5133946,3.4349282,3.4252315,3.359135,3.1868882,3.5464942,3.4278302,3.325355,3.2405367,3.5257955,3.378042,3.5726461,3.4553099,3.3966014,3.3610594,3.3187702
2,0.002,3.4440973,3.3429258,3.1670816,3.7601616,3.3762383,3.8314562,3.4469354,3.2373698,3.160024,3.5280273,3.3371148,3.2945635,3.4239273,3.4538407,3.2960489,3.1097145,3.278867,3.3783982,3.5517552,3.5377553,3.5341668,3.4959223,3.5200932,3.0989885,3.301511,3.296126,3.424461,3.2836182,3.5568135,3.4379773,3.3229704,3.5768185,3.5579355,3.6410165,3.4112961,3.270042,3.5716777,3.0057333,3.2826285,3.1714635,3.4935179,3.130966,3.5571413,3.46636,3.2607894,3.4109697,3.2977543,3.6536257,3.6493556,3.6240792,3.1503766,3.5408862,3.5760713,3.2733543,3.4655461,3.2790904,3.4218671,3.3314292,3.4964104,3.1358397,3.2863722,3.2177525,3.505749,3.6268866,3.590607,3.132278,3.3283007,3.4832802,3.226651,3.1940007,3.498328,3.3783484,3.610536,3.253906,3.2133427,3.223166,3.4115725,3.0953937,3.09387,3.3205593,2.9950275,3.6922228,3.343644,3.7553027,3.3103814,3.6963239,3.4331424,3.385259,3.2456255,3.022189,3.6713064,3.5912838,3.3104525,3.1961064,3.4660993,3.5225992,3.6114697,3.583973,3.3934834,3.1819513,3.2974067
3,0.003,3.162882,3.288622,2.954196,3.9251294,3.3889346,3.9498436,3.4709623,3.2502964,3.149918,3.5681007,3.2762008,3.0963316,3.357669,3.4826727,3.2718983,2.9757988,3.2371657,3.4157126,3.5864048,3.501505,3.4620981,3.3802233,3.4720588,3.0742824,3.26248,3.097942,3.2975092,3.2867568,3.4908242,3.4237044,3.5354493,3.5513892,3.582796,3.6957083,3.4305704,3.276018,3.7125227,3.0117369,3.4032035,3.1511457,3.6625266,3.166663,3.7426167,3.3877532,3.209692,3.471906,3.1239061,3.8214452,3.5779042,3.9122195,2.9974322,3.3738754,3.6067781,3.217875,3.6702511,3.3301497,3.5308034,3.1651816,3.5107582,2.9533398,3.2614253,3.4702768,3.3243036,3.5347133,3.4054203,3.1496875,3.2924252,3.4085567,3.2022877,3.1591363,3.4903908,3.3654337,3.844039,3.23126,3.1111593,3.0515687,3.4029484,3.0274801,2.8589208,3.089921,2.902766,3.6481571,3.2475843,3.7373016,3.3531985,3.8054469,3.348707,3.393663,3.3073945,3.0466483,3.6108756,3.6713514,3.3278277,3.2427683,3.5499542,3.581227,3.6476471,3.8073976,3.6312244,2.962658,3.4073596
4,0.004,3.393995,3.1783743,2.802809,4.075492,3.2600236,4.0569215,3.3860788,3.1010559,3.2177935,3.6725616,3.2193906,2.9630828,3.2372208,3.7638445,3.393738,2.997393,3.08789,3.3870354,3.7276802,3.6269178,3.4009945,3.2670867,3.4748678,3.2266607,3.2837164,2.9981523,3.1712644,3.199216,3.5469353,3.362864,3.6445334,3.5332615,3.6154375,3.768253,3.3392017,3.2380512,3.839929,2.8514822,3.3595014,3.0257428,3.743802,3.0824246,3.9405093,3.5096164,3.2309203,3.3483603,3.0406525,3.893239,3.5755324,3.9271274,2.8884873,3.4122736,3.7835257,3.243616,3.7221344,3.2044218,3.6328118,3.1507137,3.5894134,2.9177275,3.0910716,3.3348312,3.3062801,3.492468,3.3422406,2.8631902,3.1788542,3.5277674,3.1579452,3.2747796,3.489927,3.451242,3.8774118,3.2642555,2.9336863,2.9440598,3.3758607,2.9620914,2.9302564,2.9207785,2.798652,3.6586883,3.0556424,3.742992,3.3800566,3.726234,3.4423947,3.473491,3.2947772,3.1036854,3.8984802,3.6637275,3.4904776,3.3704739,3.4425478,3.6456473,3.6165724,3.9772263,3.7881114,2.8710096,3.5667515
5,0.005,3.1522198,3.2307959,2.9408233,4.203321,3.1286242,4.107472,3.3622959,2.8169203,3.3463125,3.7399244,3.0734248,3.05022,3.2109902,3.8582714,3.3836007,2.983063,2.8746808,3.387426,3.737946,3.788202,3.4011981,3.143887,3.4262028,3.2362149,3.3741672,3.0403342,3.2377977,3.1805885,3.4152906,3.4013746,3.4858696,3.5130513,3.7168086,3.8974206,3.4250684,3.291569,3.9657233,2.7043753,3.2120736,2.927178,3.8102207,2.8581662,4.078012,3.5939276,3.3364515,3.298001,3.029375,3.863754,3.3018572,3.9383771,2.872801,3.51867,3.747337,3.3154867,3.7441094,3.1958096,3.6887038,2.979578,3.5651522,2.8683527,3.184279,3.4025605,3.397409,3.3980477,3.2289917,2.7731872,3.1356466,3.6619864,3.3052256,3.438617,3.5106442,3.4093475,3.9400802,3.1213403,2.9576187,2.9494674,3.2570982,2.9621801,2.812659,2.7981393,2.726545,3.6891146,2.7201467,3.5638893,3.3769717,3.703757,3.4400952,3.5699446,3.3192012,2.9997995,3.9550004,3.4702137,3.4129748,3.3305058,3.4733133,3.728051,3.6611426,3.956771,4.005848,2.904013,3.7392826
6,0.006,3.0025542,3.1705384,2.8701997,4.147775,3.1377175,4.305986,3.4192722,2.8355393,3.5266001,3.7310758,2.9318516,2.9992735,3.257778,4.010253,3.4533424,2.963544,2.7595992,3.321729,3.794009,3.9927397,3.2733276,2.923332,3.4132273,3.3250928,3.4688396,3.097055,3.1634586,3.2675464,3.518391,3.4549334,3.5339918,3.5536525,4.019527,3.8196845,3.490945,3.427863,3.9602368,2.4870892,3.0656247,2.8794043,3.7751687,2.6991465,4.142828,3.6742816,3.4039347,3.2510576,3.2103636,4.07481,3.279723,3.8683023,2.8084466,3.5064125,3.894781,3.2552638,3.6780488,3.2489955,3.788354,2.80116,3.722346,3.0422215,3.1784196,3.3291457,3.5749776,3.4531305,3.187108,2.7742636,3.1149864,3.802009,3.519258,3.4113548,3.5816312,3.50382,4.093192,3.0638425,3.0145469,2.6968987,3.2620096,2.9609296,2.8682485,2.9450283,2.6269495,3.8007941,2.7218182,3.5632472,3.4471579,3.8311384,3.5967283,3.5548768,3.2360268,2.938181,3.876063,3.561105,3.3605864,3.2955344,3.734693,3.6663442,3.697878,3.9201124,4.121152,2.7412236,3.8110733
7,0.007,2.8689306,3.207669,2.911868,4.172325,3.1652613,4.3891997,3.3611407,2.9343457,3.5145361,3.631035,2.9054978,2.9308105,3.562651,4.205431,3.3258336,3.0599568,2.6460445,3.3562508,3.6955009,4.0185733,3.0563467,2.8928025,3.4102094,3.356642,3.347788,2.8637743,3.0455055,3.1961005,3.4463148,3.3005133,3.6056335,3.745485,4.346044,3.5824268,3.439569,3.4735973,3.9374783,2.4340158,3.251783,2.7622468,3.4914613,2.6660328,4.050247,3.6400857,3.447992,3.3565328,3.2894006,4.0915794,3.3028586,3.8889446,2.8408718,3.520434,3.902529,3.149962,3.6484659,3.247021,3.7850623,2.6172523,3.7465181,3.0982876,3.2868931,2.9945235,3.5018365,3.390924,3.0961716,2.709553,3.1760213,3.5406742,3.5529256,3.2462962,3.7850523,3.408097,4.155439,3.040888,3.0654578,2.7249498,3.082714,2.7861946,2.8403215,2.8083823,2.6334176,3.5423522,2.7077222,3.535761,3.3089247,3.6766531,3.61486,3.6229162,3.0014472,2.8198462,3.9533138,3.7117782,3.2255974,3.2553186,3.8970046,3.7408721,3.5690072,3.8958008,4.1502213,2.7745507,3.7508874
8,0.008,2.7827163,3.3017871,2.8450966,4.163369,3.1318755,4.501344,3.2975285,2.9692855,3.5945559,3.7795932,2.8522487,2.9289289,3.5325673,4.1191463,3.3381855,3.1216977,2.5655496,3.3467436,3.7598639,3.939242,2.974342,2.8962915,3.5236104,3.3787894,3.389327,2.7863765,3.0231364,3.1627958,3.5228517,3.2955449,3.5684507,3.7737405,4.6407967,3.6213617,3.454665,3.6080852,3.8716092,2.2731605,3.386241,2.6831107,3.5404437,2.8483675,3.7671747,3.6057272,3.4197974,3.2323403,3.1958814,4.268036,3.3959143,3.8407335,2.8877306,3.5510044,3.8468125,3.1172943,3.6667051,3.2169356,3.9324794,2.6832912,3.7613184,3.0840914,3.3040726,2.8982651,3.5709054,3.4707582,3.098634,2.500532,3.164669,3.3570464,3.6902068,3.28262,3.866896,3.457084,4.2129436,3.1351938,3.2317834,2.7400904,2.8990338,2.7713196,2.9352055,2.8316884,2.6681852,3.2470376,2.463248,3.4783392,3.435589,3.5703256,3.6030412,3.8032901,2.9988635,2.8766713,3.932273,3.893567,3.202585,3.41408,4.0841627,3.6255636,3.550712,3.950419,4.1866784,2.6748796,3.8228533
9,0.009000000000000001,2.884007,3.2589927,2.9214413,4.1733017,2.928264,4.6945095,3.1485803,2.7797754,3.8043258,3.7821653,2.672559,3.044244,3.62667,4.1102757,3.3497808,3.1327548,2.6028938,3.1896822,3.926081,4.0037417,2.9844952,2.928168,3.568075,3.3551347,3.3579826,2.7369986,3.0536885,3.409253,3.9262214,3.3963695,3.7127979,3.828503,5.079712,3.6552236,3.487513,3.57269,3.8620777,2.180868,3.3296986,2.5835485,3.5300457,2.814702,3.5694146,3.6190214,3.620298,3.117872,3.2273307,4.3611813,3.3390055,3.6878932,2.7425158,3.4946513,3.5961032,3.1837277,3.9221344,3.0920985,3.8694212,2.8390646,3.7193477,3.1029527,3.2953506,2.8548648,3.5977337,3.6227524,2.9710314,2.4261837,3.1910803,3.4514153,3.7525792,3.37256,4.061723,3.4635296,4.1361823,3.3844583,3.222837,2.7197711,2.8344164,2.5627563,3.0639071,2.7731247,2.8223202,3.27221,2.2153678,3.332326,3.2253394,3.599683,3.609307,3.9044292,3.088629,2.8041627,3.8993773,3.9743958,3.2248013,3.5056567,4.048403,3.6948283,3.584952,3.8247967,4.0928206,2.5998797,3.824226
