,Date,NileMin,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0015082956259426848,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181,1.1903181
1,0.0030165912518853697,1.1740315,1.1333064,1.1675338,1.192615,1.1949632,1.2239246,1.1566281,1.1601052,1.2086313,1.1532617,1.1875068,1.198226,1.1571002,1.1824455,1.2001421,1.1762905,1.24138,1.2143025,1.1594721,1.1448548,1.1639476,1.1136172,1.2052779,1.0891052,1.2435846,1.1841173,1.1807095,1.1852574,1.1413383,1.2224075,1.2258089,1.1954093,1.1274889,1.2195504,1.1663986,1.1753865,1.1861039,1.2108269,1.1593837,1.1513412,1.1768357,1.1621753,1.1752167,1.2202473,1.2065617,1.2219973,1.1713569,1.258993,1.1050582,1.1551806,1.1631656,1.1519016,1.1698614,1.2098649,1.2025001,1.2343116,1.191365,1.1615345,1.2149714,1.1389806,1.1797454,1.2017286,1.1830045,1.1993805,1.2013416,1.1977551,1.199852,1.2138872,1.2021713,1.2021663,1.164687,1.1485102,1.1412642,1.1559575,1.191783,1.1504703,1.1270823,1.1961784,1.2010686,1.1543896,1.2066638,1.2061318,1.1348127,1.2116235,1.1212187,1.1634136,1.2192452,1.1888676,1.1790621,1.2152225,1.1999238,1.173445,1.2337928,1.217114,1.1908972,1.1794466,1.1454144,1.1937677,1.1312463,1.1649432,1.1478539
2,0.004524886877828055,1.179686,1.0650468,1.1204255,1.2284237,1.275178,1.3236877,1.1652621,1.1566474,1.1517442,1.1357985,1.1776476,1.2072998,1.1014398,1.1785986,1.1955625,1.2327002,1.2435457,1.216042,1.1883352,1.1667815,1.1586818,1.1157312,1.2415334,1.0036325,1.2300195,1.1737065,1.1725657,1.199319,1.1170516,1.229903,1.195827,1.2097174,1.0948725,1.2177277,1.1119198,1.1542797,1.1842772,1.2650406,1.1129279,1.1599357,1.1766003,1.1710544,1.165079,1.2014164,1.1798245,1.1861323,1.1845351,1.2204416,1.1209422,1.1797696,1.1223091,1.1849486,1.1180032,1.1789777,1.2124985,1.2601509,1.2147396,1.1215756,1.258649,1.1315162,1.2183405,1.2175694,1.2057847,1.2033144,1.2255224,1.1629324,1.1935952,1.1914936,1.145665,1.1795536,1.1847656,1.1406689,1.1518102,1.1483377,1.1332612,1.1785905,1.1092324,1.204501,1.1752827,1.1779671,1.2429546,1.2203877,1.123399,1.2480953,1.0909452,1.1219476,1.178303,1.1888282,1.2226369,1.1558663,1.179584,1.1146313,1.2372587,1.3077499,1.1905665,1.2000091,1.1021428,1.2092676,1.0751262,1.1367995,1.1866646
3,0.006033182503770739,1.1853405,1.0839043,1.1476696,1.248868,1.2462609,1.3259362,1.1428852,1.161794,1.1756918,1.137645,1.1577216,1.2165027,1.1104268,1.2135584,1.1895835,1.1470293,1.257679,1.2050552,1.1515753,1.1971505,1.065697,1.1308677,1.260647,1.0047657,1.193894,1.1891701,1.1884277,1.2073653,1.1453667,1.215373,1.2314622,1.2185669,1.1083107,1.1799574,1.0643995,1.1896594,1.1818926,1.2317868,1.1582544,1.1335334,1.1272802,1.1707184,1.1919005,1.2281673,1.1656121,1.1637087,1.2124727,1.1898365,1.2198639,1.2037678,1.1175969,1.20087,1.1383609,1.138974,1.2353566,1.2668488,1.2725091,1.112889,1.2639066,1.1575248,1.2685204,1.1798737,1.1780753,1.1944166,1.232878,1.108897,1.2134004,1.0736494,1.1157691,1.2045281,1.1270432,1.1135552,1.1586647,1.1276636,1.0927117,1.1491268,1.0556073,1.2103779,1.1777828,1.1363835,1.2695727,1.211405,1.1599517,1.2150371,1.1110158,1.1252015,1.1816224,1.2044976,1.2144103,1.1540934,1.2043767,1.1447963,1.2273839,1.3076247,1.1528943,1.1926796,1.0863092,1.135798,1.0116317,1.1060712,1.1681647
4,0.007541478129713424,1.1408826,1.1188531,1.1462774,1.281696,1.2264426,1.3242321,1.1275091,1.1615969,1.1641471,1.1308991,1.1336074,1.1961861,1.1128151,1.203503,1.1237571,1.1284162,1.2777187,1.2486646,1.0934452,1.2235062,1.0727081,1.140011,1.3125578,1.0362434,1.2031858,1.2061629,1.1825231,1.2004358,1.1952031,1.268228,1.291292,1.2369305,1.1320618,1.1829417,1.1115353,1.175823,1.1698165,1.2197131,1.1326027,1.1436341,1.1219058,1.2252564,1.1823593,1.2061424,1.1191577,1.1159823,1.1780602,1.1959682,1.2668236,1.2243388,1.1150751,1.1730345,1.1370817,1.1252682,1.28109,1.2610416,1.2055496,1.0647633,1.2132577,1.252981,1.2262177,1.1010947,1.116057,1.1909585,1.2710526,1.0751598,1.2087666,1.0547918,1.0772574,1.2280877,1.0763813,1.0852916,1.1209583,1.1439154,1.0538352,1.1540799,1.0767431,1.2046102,1.182131,1.1249017,1.2880898,1.2312888,1.1564829,1.1998695,1.1630936,1.142649,1.1437281,1.2051028,1.1662897,1.140442,1.1736686,1.135998,1.1696361,1.3512633,1.1347809,1.1457545,1.0595992,1.1155477,1.0429381,1.1103199,1.1670126
5,0.00904977375565611,1.1879815,1.051624,1.1353908,1.3559204,1.2097976,1.3171308,1.1238177,1.1610904,1.0876172,1.1099124,1.135282,1.2103229,1.0681677,1.1668446,1.0918258,1.1686239,1.2419081,1.2128735,1.098304,1.2521938,1.068657,1.1724211,1.2981323,1.0225159,1.1746486,1.1780355,1.2242019,1.1780441,1.2207787,1.2879004,1.2468367,1.189896,1.1871444,1.2049752,1.1128955,1.1475077,1.1922076,1.2541287,1.1383172,1.1818041,1.1114941,1.1862683,1.1594782,1.2320404,1.0954444,1.0915917,1.1388396,1.161468,1.2416518,1.219136,1.0843449,1.136965,1.1282473,1.1397234,1.2570578,1.2040273,1.193977,1.0948541,1.2134058,1.2168256,1.2638786,1.1167611,1.1392553,1.1820469,1.2090601,1.0451438,1.1536878,1.0636976,1.0825963,1.2083504,1.0902916,1.0860424,1.0938147,1.1104298,1.0250742,1.0837103,1.0608478,1.2403836,1.1528594,1.1292322,1.2787017,1.2648635,1.1433399,1.2059975,1.1525674,1.1540396,1.0872781,1.2335993,1.1198545,1.1498687,1.1508758,1.184679,1.141732,1.2830501,1.1295735,1.0971155,1.092423,1.0991399,1.1051296,1.1002464,1.1560354
6,0.010558069381598794,1.1960739,1.0040213,1.1313772,1.3622191,1.2235473,1.231154,1.1044137,1.1561308,1.043764,1.1144677,1.1249399,1.2177451,1.0535657,1.125532,1.0972153,1.2195075,1.238888,1.2082531,1.1031389,1.2658278,1.0796956,1.2101979,1.3190622,0.99904966,1.1627485,1.2066604,1.281863,1.1953272,1.2077793,1.2808692,1.1820425,1.1833925,1.1956328,1.2043535,1.1110468,1.1783612,1.1958001,1.2873034,1.1149957,1.1803546,1.1359856,1.1368572,1.169964,1.1852063,1.0850506,1.1298949,1.130877,1.167434,1.188873,1.2231959,1.0890634,1.104392,1.1083932,1.1219217,1.2555051,1.2115993,1.1765168,1.0922977,1.2177386,1.2005593,1.2746009,1.2126607,1.1338298,1.1947337,1.1758661,1.0005814,1.148596,1.0488671,1.0763043,1.1315022,1.1563712,1.0943079,1.0900565,1.0944422,1.05027,1.0590607,1.0421195,1.2427046,1.1361868,1.090295,1.284483,1.2666482,1.1387794,1.2535926,1.1898285,1.1262507,1.1123629,1.2108719,1.0581396,1.1690271,1.1112112,1.1809785,1.0914478,1.2766654,1.1403509,1.1124308,1.0734482,1.085062,1.1320066,1.0648894,1.1415623
7,0.012066365007541479,1.1838505,0.97669363,1.131906,1.3716333,1.2349873,1.2367685,1.0694067,1.1571429,0.9910246,1.1240973,1.1504192,1.2064314,1.0748522,1.0588057,1.0636497,1.2148972,1.2397417,1.2253509,1.0826946,1.2995474,1.0313212,1.1887144,1.3214667,1.018292,1.1960659,1.1191764,1.2563145,1.1547633,1.1804242,1.2091386,1.1902194,1.1665354,1.2140316,1.1788908,1.1391299,1.1778955,1.1725979,1.287106,1.1208313,1.2114487,1.1103247,1.1067144,1.0975974,1.194007,1.0941471,1.1075945,1.1027575,1.1466188,1.187968,1.1805909,1.1433339,1.084275,1.088664,1.1110842,1.2680101,1.2431908,1.1573541,1.1090028,1.1739423,1.1658685,1.2384033,1.2190046,1.2104475,1.1737154,1.1727308,1.0406282,1.1439843,1.0799317,1.1215551,1.1506437,1.146945,1.0973474,1.1003015,1.0787568,1.0521085,1.0844133,1.0296643,1.2897599,1.1628218,1.1232936,1.301008,1.2754235,1.1259396,1.1952685,1.1574936,1.0841587,1.1153116,1.1990508,1.0774105,1.1488159,1.0639647,1.1382864,1.0357355,1.2734264,1.1560851,1.17213,1.0379761,1.0622462,1.129691,1.0740833,1.1485705
8,0.013574660633484163,1.2008818,0.9715416,1.0982605,1.3540618,1.2199885,1.2414376,1.0519401,1.1629992,0.9628862,1.0932703,1.1340499,1.2437803,1.0683403,1.009845,1.0380942,1.1874945,1.2644777,1.2229395,1.0557011,1.3081912,0.9990107,1.1723536,1.2775037,1.0214938,1.2030712,1.1218132,1.1861506,1.0589677,1.2006826,1.2152843,1.2440152,1.1295558,1.2261907,1.1095047,1.141662,1.174115,1.1726875,1.3072838,1.0542561,1.2140564,1.0842447,1.0923938,1.0706444,1.1306778,1.032056,1.0893607,1.1423708,1.1470581,1.2257518,1.1514137,1.1908387,1.0874223,1.0677981,1.0772189,1.2866962,1.2807472,1.166913,1.1485462,1.1196172,1.128467,1.2508895,1.250188,1.214849,1.2094018,1.1302348,1.018064,1.1243399,1.0887406,1.1678078,1.0968863,1.155364,1.1221695,1.0838581,1.0613215,0.994695,1.0914966,1.0200517,1.2865412,1.1710033,1.1632082,1.2806472,1.2883503,1.1132141,1.1723405,1.1428161,1.0275456,1.0856774,1.2495075,1.0859439,1.2032622,1.078102,1.077379,1.0277134,1.2069659,1.1794205,1.1696459,1.0197375,1.0795571,1.1151729,1.0756922,1.092493
9,0.015082956259426848,1.2398545,0.9877377,1.1504623,1.3337141,1.2458992,1.2546899,1.1423365,1.1649349,0.98314583,1.0494627,1.1478657,1.2721307,1.0514084,0.9955823,1.0865111,1.2109427,1.2706335,1.2556996,1.0800774,1.3414207,1.0170783,1.2026391,1.3025212,0.9765029,1.2259933,1.1612731,1.2220573,1.0421293,1.2049186,1.1748114,1.2091289,1.1132805,1.2542874,1.0509815,1.1520724,1.194592,1.1885993,1.280464,1.0525512,1.2048862,1.0209846,1.0917964,1.087944,1.1695052,1.0499872,1.0603752,1.1460757,1.1504148,1.203799,1.1439929,1.1971526,1.1033869,1.045828,1.0933319,1.351256,1.291019,1.1660265,1.1830094,1.1085484,1.1568311,1.2608626,1.2186589,1.1956112,1.1746055,1.0986371,1.0484259,1.1271614,1.0386795,1.1342889,1.0745025,1.1389914,1.100809,1.0466571,0.97773784,0.98561037,1.1060848,0.98597926,1.2878908,1.1706387,1.1328237,1.2457415,1.2854381,1.0693711,1.1496236,1.1482725,1.0135069,1.1039101,1.2471075,1.1010569,1.2217684,1.124173,1.096687,0.9848665,1.1620731,1.1411089,1.132402,1.0735117,1.062253,1.1089901,1.0536867,1.0968636
