,Date,fBM_H0.2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825,0.3109825
1,0.001,-0.16001661,0.24027458,0.18670195,0.31968677,0.266761,0.30477884,0.43414697,0.1847374,0.238145,0.2575794,0.36383608,0.30059874,0.3968989,0.23803155,0.16057469,0.31045392,0.2280253,0.36278206,0.414989,0.18688044,0.11480319,0.26389372,0.23754422,0.30112436,0.30490145,0.23289081,0.24968664,0.42472672,0.3029263,0.31439862,0.39077377,0.3695348,0.34180164,0.4476284,0.41980997,0.27397236,0.31288898,0.33615592,0.28964952,0.084068276,0.27030542,0.41006854,0.26113224,0.30814052,0.3366095,0.15364952,0.38743922,0.24576144,0.21859956,0.3038474,0.30318683,0.22367004,0.3422553,0.44616804,0.32394496,0.15371473,0.19729388,0.24543883,0.15898412,0.25882906,0.22167242,0.3037502,0.30362055,0.27487198,0.36198118,0.3279783,0.36545634,0.3376025,0.30335322,0.2508803,0.38216296,0.25019294,0.36420676,0.4486154,0.38168412,0.25967124,0.30491495,0.11313611,0.41104844,0.49092093,0.6115828,0.34797683,0.29037204,0.28444242,0.54456526,0.3922704,0.33334744,0.26397383,0.21753076,0.33912233,0.5180017,0.2894467,0.3280251,0.37283653,0.4500472,0.3293065,0.20610495,0.32204217,0.17109747,0.31681144,0.30374104
2,0.002,1.3261932,0.22354066,0.1570579,0.25466153,0.31948766,0.237407,0.5521087,0.036010575,0.33536032,0.39816186,0.26550624,0.4081114,0.3655406,0.3258841,0.020776479,0.12490772,0.34210858,0.40175456,0.3676434,0.25795314,0.10779546,0.20395212,0.24225907,0.29158932,0.16872403,0.43377984,0.17348394,0.4735209,0.47604775,0.37824908,0.28484014,0.37788144,0.5057809,0.45538586,0.48387367,0.3626388,0.34616014,0.3209844,0.40629488,0.032733735,0.29533896,0.40493965,0.39527524,0.18551183,0.42254007,0.1955432,0.54723245,-0.00037038326,0.08084289,0.26617682,0.39002,0.1472559,0.41847914,0.394289,0.31312528,0.20179933,0.104030564,0.34793612,0.15368855,0.36228418,0.21349359,0.29684553,0.50909567,0.39199919,0.58151156,0.33931345,0.37657848,0.3853157,0.3806199,0.27753937,0.5952936,0.14203629,0.46986923,0.40468597,0.3930432,0.15467855,0.24843498,-0.10697129,0.49048832,0.522077,0.7810595,0.4640689,0.37759358,0.25961095,0.57924294,0.27123538,0.35433504,0.17056194,0.19946772,0.4726371,0.73866487,0.16049284,0.45819587,0.39999583,0.48630533,0.42532012,0.20200895,0.31044665,0.045183893,0.24735184,0.3112128
3,0.003,2.0768316,0.12007436,-0.015431221,0.29109275,0.28818253,0.24392793,0.67143834,-0.19308689,0.37419632,0.48474774,0.17954677,0.53145266,0.31876066,0.3252691,-0.05670166,-0.09086214,0.32879898,0.34997043,0.34649238,0.263902,0.039973,0.16964427,0.2950976,0.11192638,0.09402772,0.47346902,0.23355925,0.526415,0.40520376,0.5085549,0.28356197,0.3997048,0.6184279,0.41930783,0.47037724,0.37883377,0.39296135,0.4374523,0.4996476,-0.15849644,0.2934242,0.384356,0.3031725,0.1795168,0.44898367,0.19914564,0.66214687,-0.046701618,0.069321096,0.33773163,0.45463765,0.11927735,0.35689846,0.39106908,0.3328749,0.16926838,0.052643947,0.3383196,0.1830906,0.24375813,0.22999388,0.31548783,0.41598576,0.22200507,0.76294875,0.4385099,0.4133451,0.5566953,0.56644666,0.39819822,0.74736035,0.16191314,0.36817187,0.49565265,0.39196536,-0.01543016,0.31249848,-0.12440439,0.6191098,0.62014794,0.8899913,0.3858505,0.4510954,0.31975332,0.6748999,0.109074004,0.2567838,0.14004031,0.23256524,0.63095886,0.85229397,0.24198651,0.3794653,0.43341148,0.5407447,0.6131035,0.17410055,0.30235213,-0.042831104,0.29693982,0.39982224
4,0.004,1.2699976,0.0691666,-0.062266067,0.31895328,0.31188932,0.2236169,0.8442162,-0.18482378,0.50567955,0.5272504,0.025664296,0.64937526,0.23581208,0.22508165,-0.16824499,-0.087418474,0.38834873,0.399066,0.40775412,0.089605376,0.07796423,0.04475398,0.33943334,-0.062828265,0.11211377,0.35273167,0.29458338,0.47617468,0.42163557,0.49606597,0.41184098,0.48273295,0.624255,0.36258134,0.51019967,0.5174792,0.44551933,0.41667327,0.48592037,-0.13663302,0.27872446,0.37725335,0.22705828,0.13798076,0.65865237,0.1658011,0.86740446,-0.16459855,0.10595725,0.27201793,0.61655056,0.027818823,0.369496,0.46043006,0.116763785,0.06673854,0.06593539,0.3095667,0.1974031,0.092039526,0.27378237,0.41189957,0.47353694,0.18316457,0.8835239,0.5550793,0.4976449,0.6191887,0.46127096,0.39384186,0.8746566,0.18285994,0.43350694,0.45640644,0.39673385,-0.19612312,0.237027,-0.29505756,0.7549102,0.7786519,0.9975625,0.38002777,0.4169738,0.33648366,0.75135034,0.064712,0.14570916,0.0201393,0.19956823,0.6470006,0.92212623,0.18994406,0.3694963,0.39140344,0.6887994,0.63855547,0.20773296,0.48948103,-0.06770502,0.27622184,0.45512888
5,0.005,0.03660709,0.10653779,-0.18597391,0.20412539,0.23968884,0.38084,0.8759548,-0.22262715,0.6523773,0.73933184,0.008014165,0.73386997,0.31899813,0.18498486,-0.12946661,-0.120195046,0.5149895,0.22262084,0.4105801,0.06269692,-0.06981866,0.092584334,0.37414533,-0.15017734,0.24274887,0.259849,0.5164861,0.37732428,0.47918373,0.5808196,0.4162972,0.45469707,0.7820981,0.39956418,0.43267578,0.5576295,0.5581159,0.3663761,0.6614301,-0.38087344,0.24772769,0.2807348,-0.010088971,-0.03821205,0.8534108,0.17498845,0.84389275,-0.13409081,0.06181548,0.20535728,0.65346104,0.013727585,0.5059674,0.47565314,0.088467255,0.052621536,0.20763722,0.23192683,0.0886434,-0.06804822,0.3063731,0.36008433,0.63412803,0.18111804,0.97378856,0.5919971,0.43282664,0.7667485,0.44926515,0.4427511,0.9714837,0.16728958,0.6002965,0.50212723,0.2853851,-0.30075517,0.17639697,-0.35834223,0.9172824,0.8834215,1.0499394,0.325753,0.5491703,0.24907637,0.6746882,0.047565684,0.23064424,0.05253658,0.24577212,0.6725447,1.0586143,0.10458913,0.30249608,0.2987252,0.9679317,0.736517,0.05850351,0.5611433,-0.22886038,0.21318677,0.38919002
6,0.006,0.3404225,0.20432366,-0.33794984,0.2603189,0.109073095,0.3894516,1.0448284,-0.24795763,0.7558301,0.88564396,0.09638035,0.6951226,0.222304,0.07709498,-0.19100203,-0.1794575,0.55614156,0.17274481,0.4267789,-0.053971544,-0.18534766,0.23544352,0.4606903,-0.24598132,0.2385969,0.38550487,0.49178898,0.5117382,0.5856245,0.53459996,0.34895745,0.5400502,0.78440154,0.3859838,0.5152743,0.55900455,0.68067753,0.41299015,0.70285887,-0.36346337,0.37830314,0.25289038,0.019460559,-0.1411922,0.93980783,0.30965632,0.7846419,-0.12015655,0.07959059,0.11532217,0.5841143,0.035633862,0.63110644,0.34957546,-0.07044596,0.049787816,0.3918438,0.11500092,0.111001946,0.0415274,0.23095308,0.3975542,0.6589707,0.22312157,1.1171687,0.6416149,0.57675135,0.8180778,0.3402087,0.3326395,0.97323036,0.012416117,0.75977445,0.5939857,0.26628655,-0.45731312,0.04335289,-0.44213504,0.99965423,0.91276133,0.9888869,0.3861175,0.7128314,0.25698924,0.93484634,0.14712778,0.20974292,-0.04406758,0.3837035,0.57979375,0.964456,0.016989872,0.23452656,0.458863,1.0623549,0.7183585,0.05295541,0.5917173,-0.16348425,0.12118239,0.43519786
7,0.007,0.5789388,0.25931144,-0.30321518,0.15220204,0.076330006,0.3435259,1.130995,-0.13738269,0.6546578,1.0314336,0.15028867,0.6511337,0.12356295,0.1879716,-0.32327124,-0.11634061,0.59865654,0.14526354,0.62791175,-0.10563887,-0.20756404,0.21273433,0.43439135,-0.13281801,0.14135066,0.36426863,0.5640609,0.61190856,0.739708,0.5053206,0.3523103,0.72388893,0.8511128,0.20812297,0.5518687,0.4587396,0.67082024,0.42991495,0.8257364,-0.29178414,0.362584,0.17901137,-0.12716106,-0.10213548,1.0584549,0.43910667,0.7682065,-0.09869077,0.11033271,0.12433176,0.5446047,0.16305932,0.6740548,0.39834884,-0.09457201,0.008981243,0.5647874,0.021601364,0.1804705,0.013196054,0.35762882,0.283817,0.8048694,0.26388508,1.1302078,0.7861183,0.52267474,0.8855228,0.33054835,0.19412713,1.002182,-0.0677896,0.78533214,0.3911677,0.14460413,-0.59450716,-0.094010904,-0.545998,0.93427986,0.90400743,1.0563092,0.4338478,0.7557921,0.35713685,1.0620884,0.29891863,0.27740183,-0.0059319027,0.5035203,0.62038505,0.9720664,-0.05160135,0.24642852,0.6306188,1.2467077,0.72870696,-0.011165087,0.44139966,-0.23351297,0.19116336,0.5366237
8,0.008,-0.8855552,0.35429156,-0.45600078,-0.012309803,0.03249403,0.34920323,1.1148086,-0.1911919,0.8118456,1.0695716,0.05563344,0.5187454,0.17513426,0.26794487,-0.2680475,-0.055835642,0.6224779,0.14663681,0.61093545,-0.21814847,-0.2736084,0.108745664,0.37828094,-0.18732713,0.063257396,0.32356256,0.5396902,0.8050917,0.7966832,0.53713197,0.36231792,0.8437247,0.88787454,0.117616095,0.7178616,0.55464584,0.74238974,0.430641,0.77872676,-0.20653307,0.34210676,0.036247022,-0.4407308,-0.06339832,1.0715435,0.5142169,0.6824862,-0.13278946,-0.013755622,0.1439858,0.62855804,0.11850878,0.6481612,0.36825782,-0.03219843,-0.07053436,0.7676624,0.09733541,0.16713645,-0.0625086,0.39937174,0.42385688,0.8813399,0.33734602,1.0695901,0.81365955,0.5134655,0.6637147,0.41996732,0.11243008,0.9307852,-0.11243482,0.81149447,0.4244886,0.043908566,-0.5720351,0.033895593,-0.50927305,0.787286,1.0495348,1.1220192,0.49636304,0.814717,0.31143376,1.0937631,0.3089774,0.2378962,0.12431849,0.5602999,0.6467896,0.91077167,0.05518471,0.31578648,0.7694097,1.2084429,0.6747664,-0.1181786,0.5414523,-0.30025396,0.13358195,0.43419135
9,0.009000000000000001,0.36227238,0.32572025,-0.48075283,-0.09258144,0.007388929,0.405766,1.0275085,-0.14831588,0.8143694,1.1503633,-0.11340902,0.46075338,0.21463872,0.3696413,-0.3620333,0.013491234,0.6929551,0.24694398,0.62652147,0.053070996,-0.26683536,0.020084808,0.38435617,-0.13396803,0.046054464,0.35260284,0.5422749,0.91335726,0.6912766,0.47933432,0.19054422,0.86700904,0.983477,0.04102391,0.7304358,0.5423318,0.64731914,0.37040743,0.79334617,-0.32551852,0.36418453,-0.13155413,-0.5239562,-0.096052855,1.1581969,0.51895565,0.542158,-0.25897378,0.09911348,-0.08300708,0.6142116,0.027438695,0.7070338,0.28503296,0.05056621,-0.13437356,0.9942254,0.1826418,0.11555819,-0.2003358,0.39014524,0.64774597,0.97789884,0.3382591,1.149372,0.71215236,0.50498986,0.5633286,0.31140506,0.18481235,0.8619283,-0.15920073,0.820717,0.3841338,0.08717693,-0.516763,-0.01847196,-0.6679786,0.7061018,1.1884305,1.187118,0.31669107,0.857676,0.36290494,1.0542982,0.3189203,0.19284402,0.09375818,0.6083613,0.6219898,0.9764281,0.06716785,0.3491395,0.8034011,1.2874225,0.76709014,-0.06294201,0.6017262,-0.42002895,0.12823509,0.36647627
