,Date,ethernet,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.00025,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906
1,0.0005,-0.10788814,-0.1346138,-0.12992926,-0.12524232,-0.13059627,-0.14275485,-0.15253408,-0.11856152,-0.13621609,-0.123902164,-0.10667423,-0.13758168,-0.1376166,-0.109852485,-0.13483623,-0.1393563,-0.12496953,-0.13648544,-0.12607704,-0.12503403,-0.13070872,-0.11567312,-0.119914055,-0.112205505,-0.13981676,-0.13242136,-0.10938899,-0.11412647,-0.13099131,-0.15261485,-0.121615104,-0.13279253,-0.11750869,-0.12063896,-0.10835505,-0.14391719,-0.12965493,-0.13610607,-0.14353025,-0.12806174,-0.11148485,-0.11483123,-0.1284198,-0.12989898,-0.091446444,-0.14380607,-0.13814281,-0.14100972,-0.10040342,-0.11949372,-0.1267152,-0.13087672,-0.13573629,-0.13367964,-0.120698325,-0.14714311,-0.12181674,-0.1318758,-0.11468115,-0.15149394,-0.1438284,-0.13480228,-0.124457166,-0.1201425,-0.09827002,-0.10673462,-0.14759523,-0.11048452,-0.1241395,-0.14421144,-0.13921785,-0.14173792,-0.11379394,-0.119525775,-0.13613552,-0.14471768,-0.12394559,-0.13649264,-0.14605898,-0.112486176,-0.13097572,-0.13556743,-0.12979528,-0.10588474,-0.119899176,-0.12286905,-0.1422031,-0.11522836,-0.12386098,-0.13340941,-0.11062471,-0.15993913,-0.124733075,-0.13260433,-0.10062077,-0.1281432,-0.13555807,-0.104555026,-0.1198506,-0.11205262,-0.12159765
2,0.00075,-0.10975244,-0.15765408,-0.12781835,-0.12281771,-0.14538465,-0.1371922,-0.16772504,-0.1273879,-0.146133,-0.108468235,-0.095081866,-0.13399966,-0.1433043,-0.096283495,-0.1384393,-0.16182671,-0.11174369,-0.16129155,-0.12773448,-0.11124095,-0.14032385,-0.10129125,-0.11993559,-0.101801015,-0.15605712,-0.1302802,-0.09436807,-0.108632036,-0.13232782,-0.15643206,-0.111100465,-0.13808598,-0.11874059,-0.121248715,-0.1016851,-0.15260981,-0.15004951,-0.1369066,-0.14055718,-0.13681455,-0.10691159,-0.09454034,-0.12420411,-0.1169453,-0.08669322,-0.1365022,-0.14699738,-0.14431228,-0.07639641,-0.11837561,-0.12541813,-0.15144724,-0.1430887,-0.13476406,-0.11531937,-0.14732258,-0.12760799,-0.1266506,-0.11824871,-0.15455058,-0.16380814,-0.13665074,-0.13515417,-0.10353432,-0.08781035,-0.08325527,-0.18078218,-0.09581092,-0.12572736,-0.15333584,-0.1570302,-0.1494855,-0.1227915,-0.12438883,-0.13500261,-0.15081497,-0.10738623,-0.14988375,-0.16242127,-0.105318114,-0.14275488,-0.13186629,-0.14509067,-0.10190933,-0.12532711,-0.13322125,-0.1578952,-0.12132076,-0.117889285,-0.15490153,-0.10866904,-0.17043333,-0.1299112,-0.1255959,-0.09676027,-0.13228957,-0.14553615,-0.08775473,-0.10992676,-0.105363265,-0.13267294
3,0.001,-0.11088531,-0.17299955,-0.1181924,-0.12817258,-0.1574013,-0.10131575,-0.16551402,-0.14678702,-0.13475326,-0.09384301,-0.0889349,-0.12773313,-0.12936205,-0.08795213,-0.13264868,-0.17404257,-0.12508398,-0.17350215,-0.12916125,-0.118833125,-0.14199805,-0.09376589,-0.11660615,-0.09941004,-0.15389754,-0.12946232,-0.08427485,-0.100311406,-0.12254389,-0.16428398,-0.08394229,-0.12407517,-0.12836763,-0.12656464,-0.094660796,-0.14653409,-0.1617274,-0.1437118,-0.14489642,-0.13609958,-0.10725042,-0.062324822,-0.12460782,-0.107098356,-0.08972196,-0.12438875,-0.14536364,-0.14427748,-0.052185025,-0.108379826,-0.11810502,-0.15605673,-0.15164842,-0.13502997,-0.12050205,-0.15576908,-0.13080256,-0.11222266,-0.13332558,-0.16128188,-0.1667736,-0.13804236,-0.14414021,-0.08285688,-0.08767811,-0.072445266,-0.19684543,-0.0900005,-0.13859865,-0.14044985,-0.175272,-0.13859098,-0.12306331,-0.10519323,-0.1551547,-0.15171176,-0.10324341,-0.14633887,-0.19074355,-0.11511336,-0.15420213,-0.13450047,-0.14916904,-0.08411255,-0.12789911,-0.13333763,-0.16631678,-0.10799083,-0.1126673,-0.16003016,-0.11048405,-0.17878662,-0.14767024,-0.114421874,-0.09615923,-0.10966082,-0.15446791,-0.08125532,-0.11773348,-0.10239746,-0.14010635
4,0.00125,-0.113177754,-0.18340616,-0.113610566,-0.1481742,-0.15538867,-0.07095081,-0.16872868,-0.14735463,-0.1260504,-0.074304834,-0.067799605,-0.13406555,-0.13603748,-0.0945724,-0.11603223,-0.15146661,-0.12768832,-0.19933407,-0.12672664,-0.14064637,-0.12524664,-0.085963055,-0.10946141,-0.111272946,-0.14028327,-0.11416422,-0.09914688,-0.08804931,-0.12707815,-0.18959667,-0.07073699,-0.1294048,-0.13726018,-0.12975387,-0.099728934,-0.14714186,-0.15494677,-0.15203077,-0.13441633,-0.1429458,-0.095825836,-0.05284995,-0.12213707,-0.10349947,-0.08997284,-0.12975445,-0.14520897,-0.14095618,-0.041873742,-0.096868984,-0.101986036,-0.14387457,-0.15401588,-0.12887986,-0.13410696,-0.16487457,-0.14782797,-0.08681406,-0.14613704,-0.18038097,-0.1801984,-0.13548207,-0.15055253,-0.061202813,-0.06895061,-0.05910516,-0.22844385,-0.08531112,-0.14059898,-0.12988687,-0.17890444,-0.14108922,-0.14862831,-0.086269744,-0.15691021,-0.15765008,-0.08837717,-0.15277667,-0.21938394,-0.12665872,-0.16323669,-0.1458263,-0.15663789,-0.07128316,-0.14048004,-0.1244568,-0.16110122,-0.07872308,-0.113039196,-0.15573724,-0.108646065,-0.16567563,-0.13738668,-0.12874624,-0.095708095,-0.08116237,-0.15068497,-0.09162432,-0.101853035,-0.087371424,-0.11583457
5,0.0015,-0.115247205,-0.1976124,-0.124325566,-0.14112245,-0.16331892,-0.054429293,-0.1512838,-0.16957402,-0.1353569,-0.04877043,-0.03544817,-0.12997195,-0.12328677,-0.07427603,-0.116737425,-0.15296723,-0.13722989,-0.21140802,-0.12529223,-0.14733924,-0.113113284,-0.087775625,-0.09058807,-0.11381533,-0.10799371,-0.11631291,-0.13205715,-0.080780014,-0.13620041,-0.19953081,-0.08176071,-0.12060509,-0.1202939,-0.14294505,-0.10266824,-0.16072717,-0.17024963,-0.16806231,-0.12715375,-0.13053803,-0.09082337,-0.059618045,-0.12790297,-0.10006253,-0.06823061,-0.14398758,-0.15103246,-0.1584075,-0.029211165,-0.099311754,-0.095400326,-0.14341111,-0.16483238,-0.14159499,-0.143796,-0.18494189,-0.13987766,-0.08304933,-0.15588832,-0.17703281,-0.1676163,-0.14797968,-0.1420744,-0.047536787,-0.05926864,-0.054607842,-0.25710696,-0.08452677,-0.13438004,-0.113200985,-0.16365232,-0.14784701,-0.1560301,-0.09189995,-0.18341379,-0.15459867,-0.091063514,-0.14502074,-0.22769482,-0.12868816,-0.13667932,-0.15296482,-0.1356195,-0.07638459,-0.13423158,-0.13013555,-0.16196798,-0.076155335,-0.11339944,-0.14890611,-0.1117291,-0.16410476,-0.14977746,-0.1192888,-0.091494605,-0.05583824,-0.164345,-0.09199393,-0.1200177,-0.07603193,-0.1269318
6,0.00175,-0.115907334,-0.1973483,-0.118472345,-0.15273827,-0.17112991,-0.041137263,-0.14217333,-0.17297918,-0.14154491,-0.026544044,-0.030117156,-0.11374795,-0.13154712,-0.06538347,-0.11648789,-0.16231474,-0.12812047,-0.21764539,-0.12491653,-0.16374156,-0.11092653,-0.083243966,-0.07990083,-0.09445207,-0.090131715,-0.12051277,-0.1574126,-0.092303246,-0.14941971,-0.21331505,-0.10166174,-0.1330421,-0.12934731,-0.13680238,-0.106749624,-0.17711169,-0.16909145,-0.16766438,-0.1409144,-0.12728281,-0.08099826,-0.054925423,-0.12064353,-0.0958018,-0.047195554,-0.1664539,-0.16921726,-0.14340709,-0.016105823,-0.10033129,-0.08398865,-0.14020918,-0.18761756,-0.16083986,-0.14889607,-0.18756406,-0.12171384,-0.07877215,-0.15110092,-0.19665933,-0.15766583,-0.13696578,-0.13813515,-0.029892528,-0.044927213,-0.06257308,-0.27996492,-0.082328826,-0.13545017,-0.104773976,-0.13876529,-0.14470977,-0.1589894,-0.09683794,-0.18033372,-0.14607784,-0.099094585,-0.14955568,-0.2373519,-0.15422447,-0.12670387,-0.15176487,-0.12032263,-0.057910606,-0.13506144,-0.14838666,-0.18960093,-0.06335385,-0.12319526,-0.1529582,-0.11808709,-0.17222641,-0.15681401,-0.12083076,-0.080245286,-0.043812215,-0.15672143,-0.08584188,-0.12398573,-0.052503433,-0.13956487
7,0.002,-0.11818194,-0.18752436,-0.120268114,-0.15883058,-0.16498579,-0.042709876,-0.13392302,-0.18947661,-0.14401612,0.0036937557,-0.026774956,-0.101576366,-0.13540137,-0.0809757,-0.12027078,-0.15748768,-0.1041274,-0.23440355,-0.12361714,-0.1559783,-0.10595673,-0.071502954,-0.06587876,-0.07728194,-0.07214829,-0.11759056,-0.18433797,-0.096949644,-0.15789041,-0.23049311,-0.12260499,-0.16226943,-0.15743494,-0.13250354,-0.101172745,-0.19368578,-0.1658635,-0.16754979,-0.14965361,-0.15549143,-0.08746189,-0.05553863,-0.12102251,-0.087481275,-0.02796907,-0.17928949,-0.1637663,-0.14267512,-0.014217327,-0.10293485,-0.06599575,-0.13382624,-0.19563988,-0.17065102,-0.15734975,-0.1931612,-0.12605803,-0.068659104,-0.14699425,-0.22570132,-0.1565891,-0.12329729,-0.13039283,-0.021651935,-0.029074889,-0.0608537,-0.3023671,-0.065457396,-0.14413378,-0.09546169,-0.14754535,-0.13398442,-0.15551907,-0.08377695,-0.17099486,-0.15051696,-0.10065844,-0.1469132,-0.26294053,-0.15833892,-0.109827526,-0.13913052,-0.11792103,-0.054130062,-0.13846987,-0.15199183,-0.20449686,-0.050608978,-0.13758726,-0.15068515,-0.12721613,-0.1760794,-0.17380218,-0.12710309,-0.085379004,-0.046561442,-0.14824909,-0.093105026,-0.10859226,-0.046391953,-0.15592451
8,0.00225,-0.11987676,-0.19002108,-0.12391104,-0.16522981,-0.16554438,-0.04371049,-0.10675442,-0.18829556,-0.14038809,0.033227768,-0.023665728,-0.09749842,-0.14789759,-0.08576832,-0.12056114,-0.1694614,-0.083787344,-0.22477387,-0.116045795,-0.16252236,-0.10003414,-0.047118764,-0.04872014,-0.07700949,-0.06841439,-0.11157225,-0.19753778,-0.09837052,-0.15511374,-0.23065636,-0.13680495,-0.18116103,-0.17007887,-0.11452261,-0.100779146,-0.20790786,-0.17020111,-0.15284358,-0.13513109,-0.19017799,-0.07305693,-0.05332246,-0.11983848,-0.08953656,-0.006951606,-0.16678138,-0.16718984,-0.13374646,0.008909529,-0.098261066,-0.07515139,-0.111750044,-0.19811504,-0.19433253,-0.16392966,-0.20423158,-0.13031866,-0.06145535,-0.13307591,-0.2393797,-0.17304099,-0.09449968,-0.111183286,-0.02277017,-0.022492023,-0.04655834,-0.29867023,-0.06579126,-0.14280164,-0.08970473,-0.14588022,-0.12568907,-0.15353043,-0.06745491,-0.16786093,-0.1487096,-0.08944323,-0.15124331,-0.28871876,-0.14413066,-0.091864504,-0.13162182,-0.12663618,-0.059754796,-0.13580254,-0.1345139,-0.19738773,-0.06170707,-0.15222655,-0.16325793,-0.12508424,-0.18042207,-0.17974566,-0.11514826,-0.07187847,-0.05055056,-0.15421383,-0.09033828,-0.10545148,-0.039210774,-0.13176484
9,0.0025,-0.10606901,-0.17619357,-0.13982806,-0.19422261,-0.17690216,-0.031721964,-0.10097688,-0.21330468,-0.14734496,0.03745968,-0.012500676,-0.07990478,-0.15046057,-0.114140935,-0.13683717,-0.16294703,-0.084801696,-0.22845054,-0.11744903,-0.17231268,-0.08269133,-0.039257716,-0.026652468,-0.082962826,-0.04115659,-0.1052648,-0.17705612,-0.10007391,-0.14275454,-0.23984915,-0.16642664,-0.19743544,-0.15933992,-0.08968311,-0.106595084,-0.20699467,-0.17565764,-0.15274677,-0.124236815,-0.22207962,-0.07065399,-0.03130319,-0.120269485,-0.09584148,0.0052874493,-0.16489683,-0.17623456,-0.14302585,0.010604331,-0.09812802,-0.07312086,-0.08961602,-0.21419074,-0.2130615,-0.177655,-0.20205905,-0.12664992,-0.037993275,-0.121674165,-0.23407017,-0.19909444,-0.08762573,-0.08156019,-0.039691906,-0.010170793,-0.030748297,-0.2909403,-0.05015138,-0.14661172,-0.09583349,-0.13500316,-0.13271658,-0.14539115,-0.06447197,-0.16871822,-0.11884144,-0.09222241,-0.14400612,-0.30201966,-0.14369781,-0.10508761,-0.1138633,-0.14368904,-0.06344303,-0.13233654,-0.15579401,-0.19696033,-0.066611364,-0.1382368,-0.193478,-0.11071314,-0.17468345,-0.1922554,-0.09225432,-0.06301085,-0.03358207,-0.16192597,-0.07239476,-0.08081316,-0.043009985,-0.13768245
