,Date,videoVBR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.001,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362
1,0.002,0.20528768,0.1318414,0.14859691,0.12843755,0.103001244,0.16476335,0.14320596,0.1945617,0.19010432,0.17230918,0.12940048,0.17821087,0.090222426,0.13114981,0.21599445,0.19680469,0.21404673,0.15904532,0.18121393,0.13079032,0.12473031,0.1826146,0.24976678,0.17620818,0.16042227,0.15957698,0.2510017,0.2400406,0.24069408,0.23205154,0.19229662,0.18037587,0.21734326,0.19840963,0.14187366,0.15835588,0.19743538,0.15326338,0.13330398,0.2366355,0.14498296,0.17902993,0.181535,0.23399922,0.16004004,0.13041697,0.1770423,0.1788741,0.21386105,0.1398245,0.10466279,0.118045844,0.2368514,0.19653757,0.18247883,0.1703427,0.14169693,0.19532976,0.20286469,0.15557507,0.11324043,0.22352874,0.12530959,0.16827098,0.14090294,0.15233864,0.10803217,0.27252802,0.19249268,0.23212826,0.10782926,0.1655953,0.15541533,0.18517831,0.23229079,0.19091947,0.21358986,0.25129458,0.18039444,0.16385415,0.20333046,0.18091507,0.19467643,0.18651846,0.17924489,0.23700821,0.25264356,0.20539245,0.18920842,0.22197902,0.17789426,0.14456627,0.20884953,0.16300474,0.21937071,0.23161477,0.12623979,0.19314449,0.19221425,0.27534047,0.14441521
2,0.003,0.21927992,0.1446701,0.068743,0.14384724,0.078334674,0.18469925,0.06139542,0.22036518,0.23349334,0.15661542,0.035741206,0.13688232,0.061434906,0.10383519,0.15330511,0.20720236,0.22190113,0.10269361,0.20116481,0.13250677,0.11859667,0.20157233,0.20201455,0.13888434,0.13909091,0.123213366,0.2346799,0.2335221,0.26553544,0.2819966,0.20983171,0.1578389,0.17757183,0.22101596,0.09931311,0.19702715,0.14441055,0.17797862,0.10202162,0.21670055,0.15687373,0.14609207,0.15394896,0.31530362,0.12799054,0.12250103,0.19855593,0.13300689,0.28082368,0.15701297,0.018970594,0.064309455,0.24520546,0.15557657,0.16846928,0.19730923,0.06204465,0.2067482,0.15998866,0.13277441,0.052017115,0.31767198,0.096055046,0.14773826,0.06081091,0.1727667,0.060226552,0.31427222,0.1730562,0.2659293,0.10992858,0.15500237,0.09886067,0.12728535,0.27233896,0.19555765,0.15705979,0.2494937,0.18566139,0.18357089,0.18103631,0.18636727,0.20509548,0.15565452,0.22638106,0.23956949,0.21075906,0.2578005,0.18014827,0.29922208,0.18768325,0.2049265,0.23292342,0.097312175,0.2516074,0.23571114,0.16352649,0.1608998,0.20293614,0.34980312,0.12105948
3,0.004,0.22591943,0.19152404,0.03881732,0.103850074,0.1237394,0.21043096,0.048034843,0.22313693,0.2825889,0.2083337,0.031619113,0.07211811,-0.025707064,0.1381031,0.1786383,0.14725965,0.22237995,0.14216535,0.20504941,0.11373216,0.10601656,0.16850932,0.18428032,0.20452209,0.17567736,0.10028875,0.20274344,0.21993306,0.21917962,0.33582997,0.18404464,0.118382685,0.16564399,0.2621981,0.052124046,0.24470887,0.12287296,0.19943982,0.0726793,0.21558486,0.1327819,0.09754009,0.15173618,0.35169968,0.14670826,0.13222407,0.1641632,0.10247883,0.28851816,0.19187738,0.0018972909,0.041685343,0.27181372,0.12605566,0.10987204,0.21861885,0.06962521,0.20542462,0.20141055,0.1358491,0.0224283,0.31917143,0.08725796,0.15953329,0.029130153,0.23933811,0.10211906,0.36750084,0.18906304,0.33458108,0.07520104,0.15014115,0.12566076,0.0963419,0.32525352,0.20233513,0.12615344,0.3119732,0.13968442,0.22448519,0.14693269,0.15811852,0.2000784,0.06735822,0.24372578,0.2990778,0.22458625,0.252739,0.25483364,0.27617443,0.15406498,0.17966832,0.24385886,0.07293552,0.265617,0.23822737,0.21391317,0.10702251,0.18021838,0.38600338,0.04242918
4,0.005,0.23133348,0.15878138,-0.033011794,0.14327437,0.14770198,0.19108248,0.051327903,0.23328546,0.2034341,0.21742094,0.0025954104,0.03742224,-0.020836387,0.1001128,0.19643405,0.1400524,0.24990426,0.18343486,0.16943873,0.12696183,0.09395439,0.15079495,0.1774168,0.22425376,0.2660786,0.08181904,0.22046816,0.1958833,0.1828664,0.3814048,0.19240195,0.03746241,0.12695959,0.26177472,0.07072622,0.24311212,0.06733081,0.22307481,-0.0015543145,0.19787583,0.06941061,0.097264275,0.16493224,0.38333708,0.13055281,0.08207523,0.15785502,0.12237048,0.293999,0.21365978,-0.025012786,0.097291894,0.2648892,0.08000668,0.02946261,0.19188607,0.10776434,0.18716796,0.23600717,0.086227655,-0.011452088,0.32938927,0.12234805,0.18510218,0.12768753,0.21779315,0.15541315,0.39970905,0.23490687,0.43005174,0.06608681,0.13930854,0.1676009,0.07847715,0.33087876,0.21594617,0.1559385,0.39189017,0.08881755,0.23618644,0.12561609,0.19341354,0.120488,0.00988034,0.25678548,0.36499667,0.23003873,0.24053219,0.23047386,0.26872444,0.18205383,0.15828282,0.23511927,0.09002865,0.2500871,0.18189874,0.13774572,0.13360852,0.13261782,0.44501245,0.07037855
5,0.006,0.24205783,0.1029631,-0.03530905,0.1629751,0.15795691,0.25146717,0.11780804,0.294207,0.14437242,0.20563829,0.011127444,0.011114222,-0.09128092,0.025410732,0.15057379,0.17487362,0.22171882,0.20216729,0.10358903,0.01942646,0.113315366,0.13957976,0.16684964,0.20413318,0.2843855,-0.019970248,0.21499336,0.14511116,0.20902811,0.38041,0.19972585,-0.034983557,0.08690976,0.27045733,0.05284838,0.24184646,0.040272094,0.22296585,0.00829788,0.16783777,0.058211263,0.093148924,0.13512924,0.4511079,0.07681301,0.06728281,0.16048267,0.116974,0.28981602,0.18861887,0.012318624,0.037537348,0.2221921,0.05428414,-0.0063800714,0.25205544,0.08814445,0.21611607,0.22233962,0.03299085,0.016486786,0.3424717,0.08553956,0.20566626,0.11534698,0.221151,0.14392792,0.39018163,0.23037055,0.46327752,0.0855129,0.18026243,0.21768361,0.06967175,0.3172482,0.26530454,0.15463237,0.49435946,0.1067338,0.25584343,0.15204138,0.2268377,0.08292732,-0.017150806,0.2697971,0.47562435,0.2978962,0.27444643,0.2532487,0.30398884,0.23594019,0.1601465,0.25961757,0.077140495,0.23972547,0.18050018,0.105865404,0.14949217,0.07648425,0.48177138,-0.016455833
6,0.007,0.24542947,0.10945624,-0.017782588,0.14823653,0.10880819,0.3014629,0.12049981,0.30680937,0.10039678,0.19205411,0.00848838,-0.022705063,-0.024016352,0.04614986,0.08053547,0.13182026,0.21387707,0.22970411,0.11358664,0.034613486,0.07757531,0.117058784,0.16236322,0.18424118,0.25552398,-0.054784432,0.22809516,0.0838867,0.19462697,0.32218745,0.23049632,-0.03056058,0.06726728,0.3319996,0.050592124,0.28802547,-0.027823338,0.3598352,-0.015546967,0.12444739,0.056224518,0.120658785,0.14586377,0.5041508,0.044126917,0.005845086,0.1966964,0.077105425,0.2661647,0.123645954,-0.014369785,0.08044812,0.19652227,0.07028632,0.014064803,0.35006058,0.05234505,0.18452652,0.1848498,0.018900072,0.031386092,0.3319213,0.007730476,0.21623924,0.111990444,0.20584391,0.16211563,0.42652276,0.20531356,0.48943838,0.102589644,0.12704718,0.22554225,0.065893404,0.3441491,0.26153618,0.15033537,0.5513742,0.13705698,0.28602654,0.24281728,0.25620437,0.07520364,-0.008097184,0.29704276,0.49295375,0.27255726,0.26177034,0.2874197,0.29444638,0.2313296,0.10942245,0.25344753,0.11473905,0.26585707,0.18699229,0.08528456,0.14234234,0.05208372,0.50629747,-0.052991845
7,0.008,0.23613808,0.121547155,-0.07868615,0.13389198,0.124780916,0.33725742,0.09760705,0.25719237,0.075338475,0.14351103,-0.021367554,-0.043770317,-0.0881078,0.03697882,0.0786215,0.13722199,0.21749897,0.26280427,0.07340278,-0.016759383,0.035581913,0.091970615,0.16138525,0.16262166,0.19729982,-0.04974906,0.2672825,0.11131731,0.18472376,0.26043913,0.23249829,-0.033970986,0.023756962,0.41368687,0.06687037,0.25515753,-0.0021753334,0.39047688,0.009270413,0.1083002,0.10950276,0.11929055,0.14364459,0.52309203,0.03019691,-0.057068065,0.20557487,0.0010193884,0.25085622,0.13213928,-0.055980023,0.08821072,0.14798495,0.12087038,-0.042086292,0.31034788,0.034423247,0.16554554,0.21544571,0.011257459,0.08949505,0.3804339,-0.012785533,0.2557469,0.09972346,0.22636546,0.16374955,0.42335823,0.23251547,0.43380988,0.17595908,0.099717736,0.21158366,0.08563086,0.39217398,0.29601,0.12530915,0.67478734,0.1418166,0.3053993,0.1913026,0.28773326,0.017487895,-0.050489888,0.28043705,0.58691734,0.27427492,0.29407158,0.31581256,0.28042895,0.28342494,0.11729073,0.21827714,0.15465267,0.28053218,0.2284108,0.0579578,0.16585743,0.020509822,0.5164692,-0.061164446
8,0.009,0.2235788,0.14712466,-0.09711019,0.08469866,0.061434366,0.3398298,0.086552024,0.20522404,0.06091863,0.18574469,-0.05846852,-0.047218002,-0.15970218,-0.057153407,0.110910214,0.13072766,0.20492788,0.31496564,0.045591168,-0.11880173,-0.004103701,0.021698795,0.21432866,0.1741615,0.15792511,-0.04426943,0.3488286,0.07171125,0.16225423,0.27997148,0.21594106,-0.10070736,-0.019763732,0.42828324,0.05452302,0.27195266,-0.050378755,0.42029294,-0.043545738,0.11302245,0.11505748,0.08219944,0.17712656,0.5675754,0.047045693,-0.10727785,0.23282604,-0.012088377,0.23386864,0.11163525,-0.1270648,0.04297347,0.19363679,0.13408661,-0.09514171,0.3213468,-0.005556507,0.12747124,0.27696872,-0.05485739,0.102794625,0.34498727,-0.012622872,0.2616637,0.15105103,0.22287898,0.17297155,0.42320794,0.25544527,0.42623276,0.16038337,0.09402456,0.18830678,0.09735144,0.3798171,0.29491737,0.117145956,0.6983835,0.13249697,0.3334593,0.19817658,0.28130838,0.033399675,-0.0019590685,0.31916705,0.6422223,0.2613948,0.38351622,0.3232022,0.31406966,0.25799778,0.077038236,0.18810862,0.20645612,0.27504006,0.24801952,0.04589252,0.17368135,0.0148386955,0.47670195,-0.012815667
9,0.01,0.2118365,0.17537603,-0.15450019,0.05685592,-0.014686768,0.34224316,0.06993378,0.25335988,0.009469489,0.23443148,-0.024907084,-0.076687016,-0.16350088,-0.101394705,0.11377193,0.1663212,0.14542018,0.35556048,0.005445543,-0.18904054,0.055484306,0.05420041,0.22223672,0.22091477,0.20344593,-0.14885855,0.35522738,0.047101144,0.23090589,0.26039538,0.2506847,-0.12338646,0.021644505,0.37182575,0.06833795,0.2469021,-0.06039277,0.41223624,-0.07884288,0.08744914,0.1311896,0.011947794,0.23762313,0.5929913,0.04686033,-0.19006804,0.28470308,-0.08941397,0.21393315,0.13216668,-0.15957624,0.05334187,0.2167276,0.09410496,-0.20187433,0.2798398,-0.05461743,0.11316183,0.29998153,-0.059346613,0.11676976,0.3930385,-0.044612344,0.24866915,0.21828483,0.19071558,0.20064837,0.4267919,0.24664809,0.44105214,0.1849918,0.12056547,0.14170027,0.03093822,0.40184566,0.22413051,0.101506986,0.77791935,0.100538805,0.3390073,0.16303633,0.26355985,0.04886995,0.004391742,0.29858005,0.6913968,0.30810976,0.45074764,0.29424664,0.30322942,0.29334286,0.046263587,0.24057838,0.20908023,0.28471127,0.2585079,0.07834758,0.19336282,0.013562393,0.5160317,-0.062770605
