,Date,NhemiTemp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0006127450980392157,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128
1,0.0012254901960784314,1.7988546,1.7948407,1.7984725,1.7971905,1.7921336,1.8147782,1.8178144,1.7916344,1.7802389,1.8183031,1.8113211,1.7920082,1.7945396,1.8074892,1.8138665,1.8156339,1.8032188,1.8065262,1.8079785,1.8114733,1.7926911,1.8039964,1.8058668,1.7848083,1.7898611,1.7880478,1.7931643,1.8201421,1.7883227,1.7908736,1.8046709,1.8179071,1.8145771,1.789653,1.7944279,1.7859869,1.8092372,1.7889034,1.7938539,1.7928756,1.8054762,1.8250856,1.8083608,1.8096912,1.8034426,1.806602,1.8087285,1.8013507,1.8097745,1.8039504,1.8025964,1.8017179,1.8027836,1.79353,1.797556,1.7783669,1.7889801,1.7948345,1.7865187,1.815046,1.8088877,1.81451,1.8078449,1.7848217,1.8086452,1.7998222,1.7711614,1.8115387,1.7785916,1.7856508,1.7985919,1.7975808,1.8016136,1.7952281,1.7941794,1.7912536,1.7959522,1.7968774,1.7929205,1.7979639,1.8034223,1.8048972,1.8125286,1.8047848,1.801991,1.7965782,1.8018584,1.7874967,1.7889954,1.7935277,1.805369,1.8001865,1.790748,1.7915092,1.8047423,1.7857995,1.7935966,1.8004674,1.7995812,1.8048466,1.8061457
2,0.001838235294117647,1.8008814,1.7876431,1.8083291,1.7973216,1.7804885,1.811022,1.8255764,1.7859,1.7682,1.8046224,1.815232,1.791021,1.7952017,1.8219411,1.8153094,1.8196806,1.7936479,1.8013277,1.804038,1.8029783,1.7881569,1.8082308,1.7827905,1.7824147,1.8071201,1.7876413,1.7820444,1.8251909,1.774667,1.7921121,1.801075,1.8320223,1.8137349,1.7878699,1.7758511,1.7646714,1.804971,1.7879498,1.7771492,1.7700796,1.8002982,1.8280191,1.8046548,1.8052257,1.8106083,1.8179481,1.8031182,1.7821826,1.8327767,1.7940661,1.7935988,1.7978644,1.7965817,1.7646457,1.7907859,1.7654098,1.7826902,1.7857695,1.7753054,1.810269,1.8022432,1.8175864,1.8116597,1.7892067,1.8215551,1.80095,1.7648846,1.827209,1.7700733,1.7663587,1.8011563,1.8013121,1.7933646,1.776962,1.8057656,1.786196,1.7846321,1.7848345,1.779952,1.8023573,1.816212,1.8055383,1.7919399,1.8148427,1.8252066,1.8004485,1.7909788,1.7661424,1.7594699,1.7919068,1.7890761,1.7896843,1.7823677,1.7881076,1.7960656,1.7521956,1.7934393,1.7983624,1.8066111,1.7887173,1.8052255
3,0.0024509803921568627,1.7886281,1.7765555,1.8195239,1.7788774,1.7743865,1.8093613,1.8127797,1.7913686,1.7591625,1.7973862,1.8201427,1.7858086,1.7946007,1.8427413,1.8061852,1.8273773,1.7861654,1.7922688,1.8000568,1.8115962,1.7971185,1.7920787,1.7602435,1.7704469,1.807684,1.7859082,1.765355,1.8196942,1.7621228,1.7835419,1.8082649,1.8512701,1.8262366,1.7809273,1.774754,1.749361,1.8041556,1.7798399,1.7555338,1.7642702,1.8094769,1.8156396,1.7921677,1.8117155,1.8023651,1.8222488,1.7944292,1.7681291,1.8328387,1.7850494,1.7900807,1.8059716,1.802632,1.7484748,1.7834299,1.7534078,1.787881,1.7725058,1.7628436,1.8174533,1.7971215,1.8161541,1.8242745,1.7848228,1.8152859,1.7973135,1.7649717,1.8369248,1.753702,1.7595223,1.7950536,1.7977388,1.7791524,1.7655476,1.8195688,1.7935994,1.781553,1.7689981,1.7831976,1.8006146,1.8173226,1.7773377,1.7959768,1.8124641,1.8245114,1.7783544,1.7882372,1.7665179,1.7458884,1.7966143,1.7788415,1.7873505,1.7698125,1.7860827,1.7866876,1.7549987,1.7948663,1.7934911,1.8113106,1.7752626,1.8133682
4,0.0030637254901960784,1.7937148,1.7743407,1.8098748,1.7586085,1.7673093,1.8193262,1.7987807,1.8006134,1.7594794,1.7992008,1.8058612,1.7914875,1.8001367,1.8324472,1.7915534,1.8358003,1.7821695,1.7833891,1.8112627,1.8081402,1.8024476,1.776678,1.7539676,1.7672669,1.7924145,1.7779201,1.7485183,1.8212638,1.7530648,1.7622844,1.8240225,1.8618014,1.8203013,1.7802042,1.7619553,1.725146,1.805226,1.7613399,1.7413357,1.7627562,1.8112938,1.8163224,1.7896888,1.815387,1.81383,1.8145162,1.7906462,1.7659194,1.8269542,1.781934,1.8019228,1.8121074,1.7928636,1.7419956,1.7740622,1.7500938,1.7698635,1.7690573,1.7525626,1.8059486,1.799165,1.8140519,1.8212358,1.780673,1.8094527,1.7970015,1.7529832,1.8437204,1.7286612,1.7388399,1.7711086,1.8000814,1.7690415,1.7472097,1.8123742,1.782481,1.7755463,1.7470505,1.7702951,1.791199,1.80516,1.758928,1.7877907,1.8011068,1.8330958,1.7642218,1.8005964,1.7748953,1.7333615,1.8132174,1.7829283,1.7885007,1.7621998,1.7703723,1.7778432,1.7434577,1.7907045,1.7897002,1.8131087,1.7632189,1.8126197
5,0.003676470588235294,1.7837565,1.7844872,1.800533,1.7615511,1.7460068,1.829939,1.8022015,1.8017539,1.7522773,1.7833512,1.803845,1.7899725,1.7925044,1.8322697,1.783414,1.8306707,1.7658467,1.7694403,1.8081908,1.8077761,1.8128523,1.7720914,1.7538266,1.7619888,1.8064636,1.7641925,1.7405665,1.8133026,1.7288972,1.7603651,1.832497,1.8565652,1.8208805,1.7604682,1.7620165,1.7077153,1.800138,1.7537341,1.7377464,1.7686999,1.7951922,1.8190072,1.7789145,1.8251143,1.8174154,1.7932613,1.789712,1.7613113,1.8248374,1.7806191,1.8089893,1.7956942,1.7835294,1.723113,1.765727,1.7576758,1.7589486,1.7635627,1.7310642,1.8100743,1.8057917,1.7944157,1.8243327,1.7749686,1.8048805,1.7835599,1.7256275,1.8465323,1.7238297,1.721643,1.7517393,1.7908851,1.7578242,1.7485478,1.7924666,1.7743336,1.7620854,1.717077,1.761678,1.7822138,1.80038,1.7577498,1.7841532,1.7900298,1.8322064,1.7743884,1.7869405,1.7675214,1.7340856,1.8183323,1.7779455,1.7922753,1.7599039,1.7780119,1.7751973,1.7409766,1.7826446,1.7914681,1.8186463,1.7751791,1.8179288
6,0.00428921568627451,1.8013382,1.7736799,1.7870126,1.7553749,1.7516328,1.8426123,1.8034524,1.7930996,1.7558558,1.776334,1.7949251,1.8076613,1.7909414,1.8362752,1.7677292,1.8163804,1.7682931,1.7552172,1.8012338,1.8005905,1.8120035,1.7594267,1.7567278,1.7675331,1.8159214,1.735102,1.7282572,1.8224465,1.7210222,1.7570266,1.821572,1.8519853,1.8318964,1.7437513,1.7571313,1.6918963,1.8035492,1.7453754,1.7421432,1.774708,1.7912675,1.806849,1.7586302,1.8333992,1.8119116,1.7963324,1.796878,1.7488885,1.8301729,1.7986887,1.8179032,1.7757729,1.7814846,1.7285864,1.7577218,1.7375284,1.7470859,1.7613461,1.717651,1.8185487,1.7927872,1.7769567,1.8293555,1.7538172,1.8081902,1.793836,1.720101,1.8551943,1.7319243,1.7084389,1.743129,1.7948912,1.7566288,1.7495735,1.7758749,1.767394,1.7633069,1.7065934,1.7663103,1.7737085,1.7961829,1.7489655,1.7715688,1.7809641,1.8279794,1.7757689,1.7669904,1.7398323,1.7296137,1.8244524,1.7563428,1.797941,1.7610483,1.7770041,1.7714413,1.7509288,1.7745352,1.8048835,1.822345,1.7682978,1.8140436
7,0.004901960784313725,1.8056599,1.7581261,1.7658869,1.7405118,1.7532471,1.8416603,1.8034604,1.7948749,1.7636977,1.7794118,1.7794098,1.8257681,1.782516,1.8136485,1.7526214,1.8104807,1.768054,1.7501992,1.7869464,1.7913429,1.7964308,1.7345856,1.7574286,1.7444688,1.7976849,1.7265005,1.7266244,1.8347021,1.7074199,1.7471522,1.8230873,1.8403832,1.828897,1.7314063,1.7551718,1.6678575,1.7917775,1.7272438,1.7544258,1.7739143,1.7897208,1.7966553,1.7461939,1.8405168,1.8223997,1.8058164,1.7951076,1.7472245,1.8305277,1.8021619,1.7988278,1.7766397,1.7815218,1.7170101,1.7564551,1.7283192,1.7409551,1.7475971,1.7088017,1.8091415,1.7985843,1.7541977,1.8290386,1.7410847,1.8014967,1.8001125,1.715843,1.8577778,1.7190202,1.7058836,1.7298397,1.7939181,1.7410852,1.747248,1.773061,1.7435758,1.7726216,1.7125428,1.7813932,1.7813891,1.768436,1.7504536,1.76598,1.7642704,1.8338367,1.7677323,1.7511499,1.7161686,1.7363408,1.8266805,1.7502248,1.8093663,1.755397,1.784146,1.7789874,1.7593101,1.7670879,1.8037481,1.802089,1.7647254,1.8072826
8,0.0055147058823529415,1.8018216,1.7613761,1.7454647,1.7280601,1.7391688,1.8529809,1.8060993,1.7809896,1.7592356,1.7691152,1.7839905,1.8129203,1.7890574,1.7892233,1.7316511,1.8137723,1.7564445,1.7534856,1.7904129,1.7876185,1.7932849,1.7089403,1.7411871,1.738058,1.7907513,1.727547,1.7072892,1.8463222,1.7145139,1.7301749,1.8057443,1.8408426,1.8228872,1.7377403,1.7363229,1.6593491,1.7851498,1.7276734,1.7602512,1.7660009,1.792729,1.8095318,1.7426659,1.8413352,1.8241847,1.815852,1.7887152,1.7431852,1.8389949,1.8015836,1.7854503,1.7707283,1.7793795,1.7032592,1.7504908,1.7134373,1.7309589,1.7541858,1.6866784,1.8042938,1.8116399,1.7499797,1.8266279,1.7476209,1.7945899,1.8055681,1.706553,1.8623701,1.702967,1.698927,1.7221884,1.799954,1.7247237,1.747154,1.7542441,1.731473,1.7616637,1.715284,1.8117348,1.7798642,1.7598225,1.7314749,1.762629,1.7495512,1.83517,1.7579683,1.7396508,1.7049522,1.7347286,1.8278449,1.7460043,1.807871,1.7519897,1.7680202,1.7757181,1.7562726,1.7570544,1.8092725,1.7923964,1.7706532,1.8102571
9,0.006127450980392157,1.8127733,1.7748682,1.7265588,1.7175959,1.7392156,1.8382728,1.7934159,1.7695808,1.766911,1.7710394,1.7852476,1.8067282,1.7948025,1.7805043,1.7142382,1.8219948,1.7403878,1.7523181,1.7938437,1.7770864,1.7846575,1.6844659,1.7441008,1.7468346,1.784707,1.7232052,1.6992117,1.8550081,1.7256646,1.7161438,1.7964615,1.8443959,1.8044817,1.7418853,1.71509,1.6357385,1.7760743,1.7219604,1.76609,1.7621948,1.7918553,1.8163506,1.7382947,1.8440053,1.8357797,1.8250339,1.786491,1.7347717,1.8386261,1.8252853,1.7684424,1.7762226,1.7622762,1.6860088,1.730514,1.7198774,1.7374973,1.7385213,1.672307,1.8040168,1.8107684,1.7552322,1.8134234,1.7401524,1.7936194,1.8023115,1.6929194,1.8721747,1.681186,1.6910015,1.7265179,1.7918332,1.7094432,1.7327243,1.7360083,1.725107,1.758027,1.7072573,1.816722,1.7878954,1.7495769,1.7299823,1.7648028,1.7535919,1.8455386,1.7461364,1.7334677,1.6917868,1.7258583,1.8288935,1.7418029,1.7901883,1.7527112,1.771404,1.7876217,1.758065,1.7543427,1.8028455,1.7754817,1.7760947,1.8035827
